zurich#36#2010-04-01#Conto proprio#0#10#comune#Genova##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#37#2010-04-01#Conto proprio#0#10#comune#Gorizia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#38#2010-04-01#Conto proprio#0#10#comune#Grosseto##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#39#2010-04-01#Conto proprio#0#10#comune#Imperia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#40#2010-04-01#Conto proprio#0#10#comune#Isernia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#41#2010-04-01#Conto proprio#0#10#comune#L'Aquila##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#42#2010-04-01#Conto proprio#0#10#comune#LaSpezia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#43#2010-04-01#Conto proprio#0#10#comune#Latina##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#44#2010-04-01#Conto proprio#0#10#comune#Lecce##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#45#2010-04-01#Conto proprio#0#10#comune#Lecco##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#46#2010-04-01#Conto proprio#0#10#comune#Livorno##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#47#2010-04-01#Conto proprio#0#10#comune#Lodi##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#48#2010-04-01#Conto proprio#0#10#comune#Lucca##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#49#2010-04-01#Conto proprio#0#10#comune#Macerata##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#50#2010-04-01#Conto proprio#0#10#comune#Mantova##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#51#2010-04-01#Conto proprio#0#10#comune#MassaCarrara##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#52#2010-04-01#Conto proprio#0#10#comune#Matera##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#53#2010-04-01#Conto proprio#0#10#comune#Messina##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#54#2010-04-01#Conto proprio#0#10#comune#Milano##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#55#2010-04-01#Conto proprio#0#10#comune#Modena##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#56#2010-04-01#Conto proprio#0#10#comune#Napoli##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#57#2010-04-01#Conto proprio#0#10#comune#Novara##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#58#2010-04-01#Conto proprio#0#10#comune#Nuoro##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#59#2010-04-01#Conto proprio#0#10#comune#Oristano##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#60#2010-04-01#Conto proprio#0#10#comune#Padova##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#61#2010-04-01#Conto proprio#0#10#comune#Palermo##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#62#2010-04-01#Conto proprio#0#10#comune#Parma##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#63#2010-04-01#Conto proprio#0#10#comune#Pavia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#64#2010-04-01#Conto proprio#0#10#comune#Perugia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#65#2010-04-01#Conto proprio#0#10#comune#Pesaro##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#66#2010-04-01#Conto proprio#0#10#comune#Pescara##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#67#2010-04-01#Conto proprio#0#10#comune#Piacenza##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#68#2010-04-01#Conto proprio#0#10#comune#Pisa##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#69#2010-04-01#Conto proprio#0#10#comune#Pistoia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#70#2010-04-01#Conto proprio#0#10#comune#Pordenone##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#71#2010-04-01#Conto proprio#0#10#comune#Potenza##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#72#2010-04-01#Conto proprio#0#10#comune#Prato##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#73#2010-04-01#Conto proprio#0#10#comune#Ragusa##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#74#2010-04-01#Conto proprio#0#10#comune#Ravenna##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#75#2010-04-01#Conto proprio#0#10#comune#ReggioCalabria##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#76#2010-04-01#Conto proprio#0#10#comune#ReggioEmilia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#77#2010-04-01#Conto proprio#0#10#comune#Rieti##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#78#2010-04-01#Conto proprio#0#10#comune#Rimini##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#79#2010-04-01#Conto proprio#0#10#comune#Roma##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#80#2010-04-01#Conto proprio#0#10#comune#Rovigo##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#81#2010-04-01#Conto proprio#0#10#comune#Salerno##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#82#2010-04-01#Conto proprio#0#10#comune#Sassari##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#83#2010-04-01#Conto proprio#0#10#comune#Savona##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#84#2010-04-01#Conto proprio#0#10#comune#Siena##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#85#2010-04-01#Conto proprio#0#10#comune#Siracusa##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#86#2010-04-01#Conto proprio#0#10#comune#Sondrio##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#87#2010-04-01#Conto proprio#0#10#comune#Taranto##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#88#2010-04-01#Conto proprio#0#10#comune#Teramo##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#89#2010-04-01#Conto proprio#0#10#comune#Terni##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#90#2010-04-01#Conto proprio#0#10#comune#Torino##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#91#2010-04-01#Conto proprio#0#10#comune#Trapani##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#92#2010-04-01#Conto proprio#0#10#comune#Trento##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#93#2010-04-01#Conto proprio#0#10#comune#Treviso##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#94#2010-04-01#Conto proprio#0#10#comune#Trieste##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#95#2010-04-01#Conto proprio#0#10#comune#Udine##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#96#2010-04-01#Conto proprio#0#10#comune#Varese##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#97#2010-04-01#Conto proprio#0#10#comune#Venezia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#98#2010-04-01#Conto proprio#0#10#comune#Verbania##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#99#2010-04-01#Conto proprio#0#10#comune#Vercelli##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#100#2010-04-01#Conto proprio#0#10#comune#Verona##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#101#2010-04-01#Conto proprio#0#10#comune#ViboValentia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#102#2010-04-01#Conto proprio#0#10#comune#Vicenza##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#103#2010-04-01#Conto proprio#0#10#comune#Viterbo##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#104#2010-04-01#Conto proprio#0#10#provincia#Agrigento##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#105#2010-04-01#Conto proprio#0#10#provincia#Alessandria##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#106#2010-04-01#Conto proprio#0#10#provincia#Ancona##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#107#2010-04-01#Conto proprio#0#10#provincia#Aosta##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#108#2010-04-01#Conto proprio#0#10#provincia#Arezzo##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#109#2010-04-01#Conto proprio#0#10#provincia#AscoliPiceno##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#110#2010-04-01#Conto proprio#0#10#provincia#Asti##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#111#2010-04-01#Conto proprio#0#10#provincia#Avellino##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#112#2010-04-01#Conto proprio#0#10#provincia#Bari##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#113#2010-04-01#Conto proprio#0#10#provincia#Belluno##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#114#2010-04-01#Conto proprio#0#10#provincia#Benevento##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#115#2010-04-01#Conto proprio#0#10#provincia#Bergamo##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#116#2010-04-01#Conto proprio#0#10#provincia#Biella##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#117#2010-04-01#Conto proprio#0#10#provincia#Bologna##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#118#2010-04-01#Conto proprio#0#10#provincia#Bolzano##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#119#2010-04-01#Conto proprio#0#10#provincia#Brescia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#120#2010-04-01#Conto proprio#0#10#provincia#Brindisi##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#121#2010-04-01#Conto proprio#0#10#provincia#Cagliari##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#122#2010-04-01#Conto proprio#0#10#provincia#Caltanissetta##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#123#2010-04-01#Conto proprio#0#10#provincia#Campobasso##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#124#2010-04-01#Conto proprio#0#10#provincia#Caserta##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#125#2010-04-01#Conto proprio#0#10#provincia#Catania##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#126#2010-04-01#Conto proprio#0#10#provincia#Catanzaro##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#127#2010-04-01#Conto proprio#0#10#provincia#Chieti##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#128#2010-04-01#Conto proprio#0#10#provincia#Como##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#129#2010-04-01#Conto proprio#0#10#provincia#Cosenza##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#130#2010-04-01#Conto proprio#0#10#provincia#Cremona##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#131#2010-04-01#Conto proprio#0#10#provincia#Crotone##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#132#2010-04-01#Conto proprio#0#10#provincia#Cuneo##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#133#2010-04-01#Conto proprio#0#10#provincia#Enna##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#134#2010-04-01#Conto proprio#0#10#provincia#Ferrara##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#135#2010-04-01#Conto proprio#0#10#provincia#Firenze##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#136#2010-04-01#Conto proprio#0#10#provincia#Foggia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#137#2010-04-01#Conto proprio#0#10#provincia#Forl##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#138#2010-04-01#Conto proprio#0#10#provincia#Frosinone##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#139#2010-04-01#Conto proprio#0#10#provincia#Genova##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#140#2010-04-01#Conto proprio#0#10#provincia#Gorizia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#141#2010-04-01#Conto proprio#0#10#provincia#Grosseto##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#142#2010-04-01#Conto proprio#0#10#provincia#Imperia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#143#2010-04-01#Conto proprio#0#10#provincia#Isernia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#144#2010-04-01#Conto proprio#0#10#provincia#L'Aquila##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#145#2010-04-01#Conto proprio#0#10#provincia#LaSpezia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#146#2010-04-01#Conto proprio#0#10#provincia#Latina##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#147#2010-04-01#Conto proprio#0#10#provincia#Lecce##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#148#2010-04-01#Conto proprio#0#10#provincia#Lecco##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#149#2010-04-01#Conto proprio#0#10#provincia#Livorno##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#150#2010-04-01#Conto proprio#0#10#provincia#Lodi##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#151#2010-04-01#Conto proprio#0#10#provincia#Lucca##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#152#2010-04-01#Conto proprio#0#10#provincia#Macerata##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#153#2010-04-01#Conto proprio#0#10#provincia#Mantova##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#154#2010-04-01#Conto proprio#0#10#provincia#MassaCarrara##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#155#2010-04-01#Conto proprio#0#10#provincia#Matera##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#156#2010-04-01#Conto proprio#0#10#provincia#Messina##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#157#2010-04-01#Conto proprio#0#10#provincia#Milano##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#158#2010-04-01#Conto proprio#0#10#provincia#Modena##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#159#2010-04-01#Conto proprio#0#10#provincia#Napoli##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#160#2010-04-01#Conto proprio#0#10#provincia#Novara##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#161#2010-04-01#Conto proprio#0#10#provincia#Nuoro##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#162#2010-04-01#Conto proprio#0#10#provincia#Oristano##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#163#2010-04-01#Conto proprio#0#10#provincia#Padova##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#164#2010-04-01#Conto proprio#0#10#provincia#Palermo##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#165#2010-04-01#Conto proprio#0#10#provincia#Parma##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#166#2010-04-01#Conto proprio#0#10#provincia#Pavia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#167#2010-04-01#Conto proprio#0#10#provincia#Perugia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#168#2010-04-01#Conto proprio#0#10#provincia#Pesaro##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#169#2010-04-01#Conto proprio#0#10#provincia#Pescara##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#170#2010-04-01#Conto proprio#0#10#provincia#Piacenza##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#171#2010-04-01#Conto proprio#0#10#provincia#Pisa##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#172#2010-04-01#Conto proprio#0#10#provincia#Pistoia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#173#2010-04-01#Conto proprio#0#10#provincia#Pordenone##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#174#2010-04-01#Conto proprio#0#10#provincia#Potenza##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#175#2010-04-01#Conto proprio#0#10#provincia#Prato##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#176#2010-04-01#Conto proprio#0#10#provincia#Ragusa##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#177#2010-04-01#Conto proprio#0#10#provincia#Ravenna##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#178#2010-04-01#Conto proprio#0#10#provincia#ReggioCalabria##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#179#2010-04-01#Conto proprio#0#10#provincia#ReggioEmilia##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#180#2010-04-01#Conto proprio#0#10#provincia#Rieti##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#181#2010-04-01#Conto proprio#0#10#provincia#Rimini##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#182#2010-04-01#Conto proprio#0#10#provincia#Roma##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#183#2010-04-01#Conto proprio#0#10#provincia#Rovigo##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#184#2010-04-01#Conto proprio#0#10#provincia#Salerno##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#185#2010-04-01#Conto proprio#0#10#provincia#Sassari##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#186#2010-04-01#Conto proprio#0#10#provincia#Savona##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#187#2010-04-01#Conto proprio#0#10#provincia#Siena##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#188#2010-04-01#Conto proprio#0#10#provincia#Siracusa##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#189#2010-04-01#Conto proprio#0#10#provincia#Sondrio##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#190#2010-04-01#Conto proprio#0#10#provincia#Taranto##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#191#2010-04-01#Conto proprio#0#10#provincia#Teramo##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#192#2010-04-01#Conto proprio#0#10#provincia#Terni##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#193#2010-04-01#Conto proprio#0#10#provincia#Torino##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#194#2010-04-01#Conto proprio#0#10#provincia#Trapani##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#195#2010-04-01#Conto proprio#0#10#provincia#Trento##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#196#2010-04-01#Conto proprio#0#10#provincia#Treviso##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
zurich#197#2010-04-01#Conto proprio#0#10#provincia#Trieste##veicolo già assicurato con atr#BM#13#0#0#0#0#0#0#0#0#3000000
